"YYYYMM","Linkage","Domestic"
250527,,56.182400
250528,,56.297600
250529,,56.568400
250530,,56.910500
250531,,57.265700
250601,,57.434000
250602,,57.599600
250603,,57.823000
250604,,58.004800
250605,,58.068100
250606,,58.005300
250607,,58.118100
250608,,58.204700
250609,,58.206300
250610,,58.032400
250611,,57.828100
250612,,57.712200
250613,,57.566100
250614,,57.441000
250615,,57.590500
250616,,57.724200
250617,,57.805100
250618,,57.972500
250619,,58.062000
250620,,58.071800
250621,,57.979600
250622,,58.068200
250623,,58.056100
250624,,58.159500
250625,,58.063800
250626,,58.006200
250627,,57.907300
250628,,57.861500
250629,,58.055500
250630,,58.106700
250701,,58.130200
250702,,57.887800
250703,,57.524000
250704,,57.282100
250705,,57.185229
250706,,57.091100
250707,,56.875100
250708,,56.586700
250709,,56.208600
250710,,55.875200
250711,,55.485200
250712,,55.186100
250713,,55.046000
250714,,54.884300
250715,,54.725200
250716,,54.313000
250717,,53.929000
250718,,53.480200
250719,,53.113700
250720,,52.843800
250721,,52.512500
250722,,52.290900
250723,,52.072500
250724,,51.847110
250725,,51.617235
250726,,51.393843
250727,,51.187900
250728,,51.009200
250729,,50.846500
250730,,50.633500
250731,,50.547700
250801,,50.338100
250802,,50.229400
250803,,49.949900
250804,,49.713000
250805,,49.462300
250806,,49.166200
250807,,49.142800
250808,,48.859200
250809,,48.834052
250810,,48.819900
250811,,48.801900
250812,,48.682100
250813,,48.394100
250814,,48.160500
250815,,48.259500
250816,,48.259400
250817,,48.384100
250818,,48.474700
250819,,48.460900
250820,,48.446800
250821,,48.374100
250822,,48.277397
250823,,48.159912
250824,,48.021200
250825,,47.835900
250826,,47.731300
250827,,47.522600
250828,,47.388100
250829,,47.171600
250830,,47.164800
250831,,47.281300
250901,,47.333200
250902,,47.545400
250903,,47.614650
250904,,47.641700
250905,,47.601400
250906,,47.627200
250907,,47.909600
250908,,47.846800
250909,,47.677982
250910,,47.414245
250911,,47.148900
250912,,46.912100
250913,,46.815600
250914,,46.692600
250915,,46.541800
250916,,46.272300
250917,,45.982100
250918,,45.606600
250919,,45.210400
250920,,44.897000
250921,,44.714000
250922,,44.507800
250923,,44.259400
250924,,44.130900
250925,,43.869400
250926,,43.409225
250927,,43.101400
250928,,43.106500
250929,,42.704500
250930,,42.624100
251001,,42.529100
251002,,42.589900
251003,,42.331700
251004,,41.958300
251005,,41.759800
251006,,41.645000
251007,,41.529300
251008,,41.374700
251009,,41.221500
251010,,41.085800
251011,,41.004200
251012,,41.222200
251013,,41.187800
251014,,41.237700
251015,,41.306700
251016,,41.344914
251017,,41.384700
251018,,41.454561
251019,,41.552007
251020,,41.672525
251021,,41.811598
251022,,41.964712
251023,,42.127351
251024,,42.295000
251025,,42.500200
251026,,42.766000
251027,,43.059800
251028,,43.404200
251029,,43.762300
251030,,43.988952
251031,,44.172668
251101,,44.416900
251102,,44.856500
251103,,40.509500
251104,,45.229200
251105,,45.341500
251106,,45.589600
251107,,45.901000
251108,,46.176000
251109,,46.707000
251110,,47.192600
251111,,47.570200
251112,,47.878100
251113,,48.066000
251114,,48.303400
251115,,48.569500
251116,,48.922100
251117,,49.247700
251118,,49.353100
251119,,49.456100
251120,,49.645700
251121,,49.756400
251122,,49.899200
251123,,50.068300
251124,,50.053900
251125,,50.254200
251126,,50.337500
251127,,
